customer_id,customer_name,gender,date_of_birth,city,state,pincode,registration_date,acquisition_channel,customer_segment,is_repeat_customer,churn_risk,customer_lifetime_value
9678,Rahul Reddy,Male,2000-10-25,Kochi,Kerala,682063,2025-09-28,Organic Search,High Value,No,High,29818
9679,Diya Sen,Female,1972-11-08,Lucknow,Uttar Pradesh,226043,2024-08-09,Marketplace Campaign,New,No,High,37797
9680,Krishna Kulkarni,Male,1987-12-01,Kolkata,West Bengal,700094,2025-05-23,Organic Search,New,No,High,7948
9681,Meera Bhat,Female,2001-07-26,Kochi,Kerala,682030,2024-10-11,Organic Search,New,Yes,Low,43573
9682,Sunita Das,Female,1979-01-23,Lucknow,Uttar Pradesh,226074,2025-03-29,Social Media,New,No,Medium,19752
9683,Sunita Nair,Female,2003-04-23,Chennai,Tamil Nadu,600052,2025-09-23,Direct,New,No,High,48296
9684,Tanvi Kulkarni,Female,1993-04-30,Chennai,Tamil Nadu,600093,2024-08-17,Social Media,Returning,No,Medium,48655
9685,Ayaan Chowdhury,Female,1982-06-18,Pune,Maharashtra,411098,2025-01-10,Organic Search,New,Yes,High,22204
9686,Amit Chowdhury,Female,1983-06-24,Jaipur,Rajasthan,302094,2025-10-12,Social Media,New,No,High,10571
9687,Sunita Das,Male,1975-03-23,Indore,Madhya Pradesh,452020,2025-04-28,Referral,New,Yes,Low,48270
9688,Deepak Das,Male,1987-12-11,Kochi,Kerala,682066,2026-03-24,Marketplace Campaign,New,Yes,Medium,24643
9689,Deepak Reddy,Female,2003-01-18,Bengaluru,Karnataka,560093,2024-10-26,Marketplace Campaign,Returning,Yes,High,22726
9690,Swati Mukherjee,Male,1972-08-30,Jaipur,Rajasthan,302083,2024-12-27,Organic Search,New,Yes,High,21876
9691,Sunita Verma,Female,1994-09-04,Delhi,Delhi,110083,2026-01-06,Marketplace Campaign,High Value,No,Medium,16272
9692,Sai Nair,Female,1979-03-14,Hyderabad,Telangana,500062,2024-10-05,Marketplace Campaign,New,No,High,8527
9693,Ananya Rao,Male,1996-08-23,Delhi,Delhi,110024,2025-04-11,Social Media,New,No,Low,44259
9694,Vivaan Mehta,Male,1993-02-24,Chennai,Tamil Nadu,600096,2026-04-10,Direct,High Value,Yes,Medium,19758
9695,Ishaan Sharma,Male,1995-04-21,Ahmedabad,Gujarat,380049,2025-11-09,Paid Search,New,No,High,36987
9696,Swati Mehta,Male,1991-09-14,Mumbai,Maharashtra,400066,2026-06-16,Direct,New,Yes,Medium,18494
9697,Rohan Patel,Male,1989-04-28,Chennai,Tamil Nadu,600030,2025-03-20,Paid Search,New,No,Low,19670
9698,Gaurav Verma,Male,1996-12-16,Delhi,Delhi,110034,2026-03-19,Marketplace Campaign,New,Yes,High,32372
9699,Ishaan Singh,Male,2006-02-05,Kochi,Kerala,682046,2024-09-21,Affiliate,High Value,No,Low,33260
9700,Tanvi Nair,Male,1990-02-04,Indore,Madhya Pradesh,452053,2025-12-17,Social Media,New,No,Low,11813
9701,Meera Mukherjee,Female,1972-01-13,Kochi,Kerala,682085,2025-04-05,Social Media,High Value,No,Medium,26017
9702,Kirti Mehta,Male,1991-05-18,Kochi,Kerala,682087,2025-09-25,Direct,New,No,Medium,37058
9703,Neha Reddy,Male,1993-10-27,Chennai,Tamil Nadu,600039,2025-06-26,Organic Search,High Value,No,Low,28085
9704,Swati Chatterjee,Female,1987-12-22,Pune,Maharashtra,411075,2025-02-01,Paid Search,New,No,Medium,20824
9705,Ayaan Patel,Male,1980-07-18,Patna,Bihar,800095,2026-05-18,Affiliate,At Risk,Yes,High,42443
9706,Sunita Rao,Male,1981-02-10,Delhi,Delhi,110024,2026-07-03,Organic Search,New,Yes,Low,33921
9707,Sunita Das,Male,1978-05-16,Hyderabad,Telangana,500047,2025-05-06,Paid Search,High Value,Yes,Medium,32926
9708,Priya Kumar,Male,2002-11-17,Jaipur,Rajasthan,302037,2024-10-19,Social Media,High Value,No,High,10751
9709,Aarav Chowdhury,Male,1985-10-07,Kochi,Kerala,682034,2024-11-28,Organic Search,High Value,Yes,Medium,3296
9710,Shreya Chatterjee,Male,1996-04-19,Chennai,Tamil Nadu,600070,2024-10-20,Organic Search,High Value,No,Medium,48054
9711,Neha Patel,Female,1987-11-17,Jaipur,Rajasthan,302055,2025-06-28,Organic Search,New,Yes,Low,3153
9712,Swati Chatterjee,Male,1965-08-11,Hyderabad,Telangana,500077,2025-05-23,Social Media,High Value,No,High,30482
9713,Tanvi Singh,Female,1986-05-20,Kochi,Kerala,682020,2026-03-18,Referral,High Value,No,High,20815
9714,Ishaan Patel,Male,1979-08-22,Mumbai,Maharashtra,400096,2025-12-21,Organic Search,New,No,Medium,38986
9715,Arjun Singh,Male,1983-10-10,Pune,Maharashtra,411085,2025-12-19,Paid Search,New,No,High,46778
9716,Manish Sen,Male,1966-08-19,Mumbai,Maharashtra,400087,2026-06-24,Organic Search,High Value,No,High,40280
9717,Gaurav Gupta,Male,1993-09-28,Mumbai,Maharashtra,400075,2026-04-26,Marketplace Campaign,At Risk,No,Low,16659
9718,Deepak Reddy,Female,1994-01-18,Chennai,Tamil Nadu,600081,2025-05-28,Paid Search,High Value,No,High,12392
9719,Krishna Reddy,Male,1969-12-18,Ahmedabad,Gujarat,380094,2025-12-06,Organic Search,High Value,No,Medium,27214
9720,Ananya Kulkarni,Female,1968-10-21,Ahmedabad,Gujarat,380037,2025-12-28,Paid Search,New,Yes,Medium,20827
9721,Neha Patel,Male,1981-01-05,Kolkata,West Bengal,700064,2026-05-01,Social Media,New,No,Medium,21656
9722,Aadhya Singh,Male,1975-08-11,Pune,Maharashtra,411042,2025-09-02,Direct,High Value,Yes,High,31315
9723,Riya Reddy,Male,1998-01-14,Patna,Bihar,800036,2025-04-13,Referral,New,No,Medium,31105
9724,Alok Patel,Male,1986-03-20,Patna,Bihar,800015,2026-03-28,Organic Search,High Value,Yes,High,45913
9725,Aditya Patel,Female,1972-06-12,Indore,Madhya Pradesh,452062,2025-06-22,Paid Search,New,Yes,Low,44454
9726,Ananya Das,Female,1990-06-01,Jaipur,Rajasthan,302073,2025-03-21,Paid Search,New,Yes,Low,14587
9727,Vihaan Rao,Female,1993-04-21,Pune,Maharashtra,411044,2026-05-16,Direct,High Value,Yes,Medium,39799
9728,Rajesh Reddy,Female,1996-12-15,Bengaluru,Karnataka,560070,2025-04-01,Marketplace Campaign,New,Yes,High,13490
9729,Ishaan Joshi,Male,1975-12-06,Kochi,Kerala,682019,2024-10-02,Organic Search,New,Yes,High,31933
9730,Divya Sen,Female,1982-05-29,Kochi,Kerala,682066,2025-07-13,Referral,New,No,High,41003
9731,Deepak Sen,Male,1995-11-02,Patna,Bihar,800019,2026-07-14,Marketplace Campaign,New,No,Medium,15895
9732,Kavya Kulkarni,Female,1975-09-01,Hyderabad,Telangana,500068,2025-12-05,Organic Search,At Risk,Yes,High,40259
9733,Vihaan Bhat,Female,1982-02-24,Hyderabad,Telangana,500094,2026-06-23,Paid Search,New,No,Low,23022
9734,Tanvi Sen,Male,1991-04-13,Kochi,Kerala,682035,2025-01-27,Referral,New,No,Medium,35723
9735,Neha Sen,Male,1986-08-28,Delhi,Delhi,110061,2024-11-19,Paid Search,High Value,No,Low,38429
9736,Sunita Chatterjee,Female,1978-09-28,Ahmedabad,Gujarat,380010,2025-03-04,Direct,High Value,Yes,High,24659
9737,Riya Deshmukh,Female,1981-07-08,Mumbai,Maharashtra,400052,2026-01-24,Paid Search,New,No,Low,46033
9738,Manish Singh,Female,1966-11-07,Lucknow,Uttar Pradesh,226046,2024-11-28,Organic Search,New,No,High,30584
9739,Rahul Das,Female,1990-01-27,Bengaluru,Karnataka,560038,2026-04-11,Affiliate,New,Yes,High,36302
9740,Shreya Patel,Female,1995-06-19,Hyderabad,Telangana,500070,2026-03-28,Referral,New,Yes,Low,31354
9741,Meera Das,Male,1968-12-14,Hyderabad,Telangana,500041,2025-06-10,Direct,New,No,Low,46284
9742,Sai Rao,Female,1973-04-24,Ahmedabad,Gujarat,380054,2025-07-03,Social Media,At Risk,No,Low,17406
9743,Nisha Rao,Female,1987-03-02,Kolkata,West Bengal,700083,2024-10-08,Referral,High Value,No,High,16190
9744,Amit Bhat,Female,2000-11-22,Indore,Madhya Pradesh,452045,2026-02-01,Organic Search,High Value,No,High,33058
9745,Aadhya Sen,Female,1979-03-02,Mumbai,Maharashtra,400071,2026-05-20,Paid Search,New,No,Medium,46697
9746,Kavya Singh,Other,2004-06-27,Indore,Madhya Pradesh,452030,2025-12-01,Referral,High Value,No,High,5777
9747,Neha Chatterjee,Female,1972-05-08,Bengaluru,Karnataka,560098,2024-12-20,Paid Search,High Value,No,High,28296
9748,Shreya Kumar,Male,1997-04-19,Chennai,Tamil Nadu,600092,2026-05-24,Referral,At Risk,No,High,45424
9749,Vikram Mukherjee,Male,2005-09-03,Lucknow,Uttar Pradesh,226096,2026-01-21,Organic Search,New,No,Low,42056
9750,Kavya Patel,Female,1989-06-23,Indore,Madhya Pradesh,452065,2026-05-20,Social Media,New,No,High,41220
9751,Poonam Joshi,Male,1985-03-16,Lucknow,Uttar Pradesh,226083,2026-07-26,Direct,New,No,Low,25221
9752,Vikram Kulkarni,Female,1976-06-12,Patna,Bihar,800067,2024-12-09,Marketplace Campaign,High Value,No,High,19974
9753,Ayaan Joshi,Male,1987-07-02,Pune,Maharashtra,411077,2026-04-22,Paid Search,New,Yes,High,39961
9754,Rohan Mukherjee,Male,1973-06-13,Mumbai,Maharashtra,400018,2025-09-13,Direct,New,Yes,High,24631
9755,Alok Das,Male,1982-05-11,Kochi,Kerala,682072,2026-02-28,Paid Search,High Value,No,High,11098
9756,Divya Chowdhury,Female,1973-12-02,Hyderabad,Telangana,500012,2025-01-15,Organic Search,New,No,Medium,46980
9757,Amit Chowdhury,Male,1978-05-26,Jaipur,Rajasthan,302013,2026-04-04,Referral,New,No,Low,25478
9758,Vihaan Nair,Male,1967-09-16,Lucknow,Uttar Pradesh,226052,2026-03-30,Paid Search,New,Yes,High,45728
9759,Pooja Chatterjee,Female,2002-12-01,Indore,Madhya Pradesh,452040,2025-07-29,Organic Search,New,No,High,30736
9760,Ananya Verma,Female,1986-03-05,Ahmedabad,Gujarat,380064,2025-03-07,Organic Search,New,Yes,Medium,48646
9761,Rohan Joshi,Male,1984-04-28,Delhi,Delhi,110015,2026-05-15,Referral,New,No,Medium,26213
9762,Rahul Singh,Female,1990-09-12,Kochi,Kerala,682073,2025-04-29,Social Media,New,No,High,21028
9763,Nisha Deshmukh,Female,1980-01-28,Mumbai,Maharashtra,400040,2025-10-31,Paid Search,New,No,Low,34960
9764,Poonam Patel,Female,1986-04-06,Bengaluru,Karnataka,560059,2025-05-03,Paid Search,New,No,Medium,13790
9765,Rohan Bhat,Female,1976-01-09,Bengaluru,Karnataka,560021,2025-09-03,Marketplace Campaign,New,Yes,Medium,8846
9766,Krishna Reddy,Female,1982-10-12,Kolkata,West Bengal,700027,2024-12-07,Marketplace Campaign,New,No,High,20464
9767,Deepak Verma,Female,1986-02-20,Lucknow,Uttar Pradesh,226049,2024-11-29,Paid Search,High Value,Yes,Low,11146
9768,Sunita Reddy,Male,2006-07-12,Chennai,Tamil Nadu,600031,2026-04-30,Organic Search,New,Yes,Low,40298
9769,Arjun Sen,Male,1973-04-13,Kolkata,West Bengal,700063,2024-11-13,Paid Search,New,No,Medium,36136
9770,Shreya Mukherjee,Female,1998-01-13,Jaipur,Rajasthan,302042,2026-07-11,Direct,New,No,High,6005
9771,Vihaan Das,Female,1986-11-26,Mumbai,Maharashtra,400056,2025-06-16,Marketplace Campaign,New,Yes,Medium,8924
9772,Aadhya Chatterjee,Male,1999-05-21,Indore,Madhya Pradesh,452072,2025-05-11,Affiliate,High Value,No,Medium,30136
9773,Aditya Sen,Female,1967-12-05,Jaipur,Rajasthan,302028,2025-11-17,Social Media,New,No,Medium,19587
9774,Sunita Singh,Female,1969-06-19,Delhi,Delhi,110048,2025-01-13,Direct,High Value,Yes,Low,28597
9775,Diya Sharma,Female,1994-06-23,Jaipur,Rajasthan,302071,2025-07-10,Organic Search,New,No,High,24094
9776,Diya Nair,Male,1978-12-08,Chennai,Tamil Nadu,600033,2025-10-09,Direct,High Value,Yes,Medium,28796
9777,Sanjay Sharma,Male,1979-06-19,Lucknow,Uttar Pradesh,226074,2025-12-24,Social Media,New,No,Low,34043
9778,Rajesh Das,Female,1992-07-28,Hyderabad,Telangana,500032,2025-08-31,Paid Search,High Value,No,Low,29344
9779,Nikhil Bhat,Female,1983-05-12,Mumbai,Maharashtra,400072,2025-05-24,Paid Search,New,No,Medium,49445
9780,Tanvi Deshmukh,Female,1975-12-22,Ahmedabad,Gujarat,380014,2025-04-02,Referral,New,Yes,Low,17384
9781,Reyansh Kumar,Female,1971-05-11,Hyderabad,Telangana,500072,2025-05-12,Marketplace Campaign,High Value,Yes,Medium,22205
9782,Ayaan Joshi,Male,1978-02-01,Ahmedabad,Gujarat,380090,2024-08-13,Referral,High Value,No,High,11255
9783,Aditya Mehta,Male,1989-06-17,Kochi,Kerala,682089,2026-04-04,Affiliate,New,Yes,Low,29308
9784,Kavya Mukherjee,Male,1978-08-20,Kochi,Kerala,682012,2025-10-09,Direct,New,Yes,High,36210
9785,Poonam Das,Female,1966-08-20,Patna,Bihar,800011,2024-08-09,Social Media,High Value,Yes,High,14173
9786,Neha Agarwal,Male,1983-12-31,Pune,Maharashtra,411066,2025-09-12,Marketplace Campaign,High Value,Yes,Low,28334
9787,Diya Joshi,Male,1971-09-12,Kolkata,West Bengal,700080,2025-04-30,Referral,New,No,Low,5988
9788,Rahul Bhat,Female,1970-10-10,Kolkata,West Bengal,700069,2024-09-11,Direct,High Value,No,Low,43617
9789,Riya Reddy,Male,2004-01-05,Chennai,Tamil Nadu,600079,2026-01-02,Referral,High Value,No,High,4189
9790,Aadhya Sen,Female,2001-04-09,Indore,Madhya Pradesh,452015,2025-03-27,Organic Search,At Risk,No,Low,48679
9791,Ishaan Sen,Female,1988-05-17,Patna,Bihar,800050,2026-01-03,Paid Search,High Value,No,High,49341
9792,Tanvi Patel,Male,1997-06-24,Pune,Maharashtra,411053,2024-10-19,Social Media,High Value,No,Medium,48811
9793,Sai Bhat,Male,1984-04-01,Lucknow,Uttar Pradesh,226034,2026-03-05,Paid Search,High Value,Yes,Low,9739
9794,Diya Rao,Other,1966-12-30,Chennai,Tamil Nadu,600078,2024-09-14,Social Media,New,No,Low,38334
9795,Rohan Das,Female,1993-07-24,Chennai,Tamil Nadu,600052,2025-02-11,Marketplace Campaign,High Value,No,Medium,30829
9796,Ishaan Joshi,Male,1987-02-22,Kochi,Kerala,682091,2025-07-30,Paid Search,New,No,High,6141
9797,Kirti Patel,Female,1990-11-13,Kochi,Kerala,682018,2024-09-28,Organic Search,New,No,High,5329
9798,Sanjay Gupta,Female,1979-07-12,Jaipur,Rajasthan,302045,2026-02-25,Paid Search,High Value,Yes,Medium,26031
9799,Ananya Rao,Female,1974-09-26,Kolkata,West Bengal,700032,2025-01-25,Referral,New,Yes,High,42509
9800,Ananya Gupta,Male,1999-07-02,Indore,Madhya Pradesh,452085,2024-09-28,Paid Search,New,No,High,44139
9801,Manish Mehta,Female,1971-08-05,Indore,Madhya Pradesh,452067,2026-03-24,Direct,New,No,High,37448
9802,Manish Reddy,Male,1999-10-01,Lucknow,Uttar Pradesh,226054,2026-07-04,Affiliate,New,No,High,21575
9803,Manish Mukherjee,Male,1993-07-31,Pune,Maharashtra,411021,2026-03-17,Direct,New,No,High,28689
9804,Sunita Chatterjee,Male,1991-06-14,Ahmedabad,Gujarat,380057,2025-08-20,Organic Search,High Value,Yes,Low,43244
9805,Gaurav Mukherjee,Female,2005-09-19,Kolkata,West Bengal,700040,2024-09-17,Direct,New,No,Low,30130
9806,Ishaan Rao,Female,1985-03-19,Lucknow,Uttar Pradesh,226085,2024-12-01,Referral,New,No,Low,35012
9807,Rahul Reddy,Male,2003-07-17,Kochi,Kerala,682018,2025-08-05,Direct,New,No,Low,23481
9808,Meera Reddy,Female,1998-07-22,Jaipur,Rajasthan,302040,2025-11-09,Marketplace Campaign,New,Yes,High,35652
9809,Poonam Bhat,Male,1970-12-10,Delhi,Delhi,110040,2025-06-03,Social Media,New,Yes,High,12641
9810,Rohan Chatterjee,Male,1976-02-11,Kochi,Kerala,682029,2026-01-29,Direct,New,No,High,47945
9811,Diya Agarwal,Male,1994-12-19,Bengaluru,Karnataka,560021,2026-04-13,Organic Search,New,No,Medium,17392
9812,Rajesh Verma,Male,1965-02-04,Kolkata,West Bengal,700031,2025-04-22,Organic Search,New,Yes,Low,33674
9813,Tanvi Kulkarni,Female,1986-09-19,Ahmedabad,Gujarat,380014,2026-07-28,Social Media,New,No,Medium,9321
9814,Shreya Joshi,Female,1977-05-17,Jaipur,Rajasthan,302079,2026-01-05,Organic Search,New,Yes,High,15905
9815,Sneha Joshi,Female,1985-09-23,Lucknow,Uttar Pradesh,226020,2025-06-24,Referral,New,No,Medium,30390
9816,Divya Singh,Male,1978-12-23,Kochi,Kerala,682040,2026-02-02,Paid Search,New,No,Medium,47231
9817,Poonam Patel,Female,1978-12-07,Chennai,Tamil Nadu,600094,2024-12-26,Paid Search,New,No,High,5799
9818,Vikram Gupta,Female,1965-06-24,Delhi,Delhi,110035,2025-05-30,Paid Search,New,No,Medium,26611
9819,Gaurav Das,Male,1973-10-16,Bengaluru,Karnataka,560077,2024-11-09,Direct,Returning,Yes,Medium,6192
9820,Pooja Chowdhury,Female,2002-04-24,Mumbai,Maharashtra,400069,2025-11-28,Referral,New,Yes,Medium,35149
9821,Meera Chowdhury,Female,1970-08-02,Pune,Maharashtra,411021,2025-10-15,Paid Search,New,No,High,7362
9822,Manish Agarwal,Male,2001-10-01,Delhi,Delhi,110025,2026-02-09,Organic Search,High Value,Yes,Low,16670
9823,Rahul Singh,Male,1986-03-30,Bengaluru,Karnataka,560034,2024-08-31,Marketplace Campaign,New,Yes,Medium,18104
9824,Priya Chowdhury,Male,1976-07-28,Kochi,Kerala,682048,2024-12-28,Paid Search,New,No,Medium,25903
9825,Pooja Kulkarni,Female,1994-03-08,Hyderabad,Telangana,500040,2024-08-23,Social Media,New,Yes,Medium,40382
9826,Rahul Chatterjee,Male,1977-05-10,Ahmedabad,Gujarat,380047,2024-11-02,Affiliate,High Value,No,Low,30302
9827,Reyansh Verma,Male,2000-04-10,Chennai,Tamil Nadu,600086,2025-05-18,Organic Search,High Value,No,High,19796
9828,Ananya Gupta,Female,2005-11-20,Kochi,Kerala,682048,2026-04-30,Organic Search,High Value,No,High,5682
9829,Shreya Singh,Female,1965-05-08,Ahmedabad,Gujarat,380035,2024-12-22,Direct,High Value,No,High,34879
9830,Ayaan Singh,Female,1996-05-29,Kochi,Kerala,682058,2025-06-15,Social Media,New,No,High,3599
9831,Poonam Bhat,Female,1991-05-18,Ahmedabad,Gujarat,380051,2026-05-24,Paid Search,New,No,High,14075
9832,Gaurav Kulkarni,Female,1986-04-30,Pune,Maharashtra,411074,2025-09-02,Direct,At Risk,No,Low,48396
9833,Deepak Kumar,Female,1976-03-08,Mumbai,Maharashtra,400081,2025-04-20,Referral,New,No,High,7935
9834,Aadhya Rao,Female,1978-09-22,Jaipur,Rajasthan,302097,2024-10-10,Organic Search,New,Yes,Low,30507
9835,Pooja Mehta,Female,1998-03-11,Mumbai,Maharashtra,400097,2026-04-23,Organic Search,New,No,Low,12650
9836,Ananya Reddy,Female,1988-01-16,Pune,Maharashtra,411083,2025-07-05,Social Media,At Risk,No,High,34400
9837,Aadhya Chatterjee,Male,1974-12-29,Hyderabad,Telangana,500082,2026-05-30,Paid Search,New,Yes,Medium,14603
9838,Manish Gupta,Female,1973-04-23,Hyderabad,Telangana,500026,2025-07-25,Organic Search,New,No,Low,31830
9839,Pooja Sen,Female,1992-05-11,Pune,Maharashtra,411012,2026-03-31,Organic Search,New,Yes,Medium,4030
9840,Gaurav Patel,Female,2004-04-05,Indore,Madhya Pradesh,452089,2025-01-15,Paid Search,Returning,Yes,Low,44545
9841,Tanvi Singh,Male,1975-12-17,Chennai,Tamil Nadu,600012,2024-11-12,Social Media,New,Yes,High,42540
9842,Aditya Chowdhury,Female,1966-02-20,Delhi,Delhi,110032,2026-04-16,Paid Search,New,No,High,7410
9843,Deepak Chatterjee,Female,1997-04-06,Kolkata,West Bengal,700024,2026-01-20,Direct,New,No,Low,2731
9844,Krishna Kulkarni,Female,1996-05-26,Delhi,Delhi,110033,2026-02-05,Social Media,High Value,Yes,Medium,39930
9845,Rahul Chatterjee,Female,1987-12-25,Mumbai,Maharashtra,400042,2026-06-29,Direct,At Risk,No,Medium,2985
9846,Riya Gupta,Female,1981-09-10,Delhi,Delhi,110021,2026-07-13,Organic Search,New,No,High,39126
9847,Amit Mehta,Male,1978-06-01,Kochi,Kerala,682055,2026-02-23,Direct,New,No,Low,13473
9848,Rajesh Das,Female,1988-08-03,Ahmedabad,Gujarat,380045,2026-05-03,Organic Search,New,No,High,18960
9849,Vivaan Gupta,Male,2005-06-15,Kochi,Kerala,682075,2025-12-19,Referral,New,No,High,37206
9850,Rajesh Reddy,Male,1988-09-06,Hyderabad,Telangana,500053,2025-09-01,Referral,New,No,Medium,39145
9851,Krishna Sharma,Male,2002-01-10,Ahmedabad,Gujarat,380052,2025-03-09,Paid Search,High Value,No,High,16402
9852,Kavya Kumar,Female,1997-02-08,Lucknow,Uttar Pradesh,226021,2026-04-07,Affiliate,New,No,Medium,34595
9853,Arjun Rao,Male,2004-12-21,Hyderabad,Telangana,500021,2024-08-17,Referral,New,No,High,2155
9854,Priya Joshi,Male,1980-11-26,Mumbai,Maharashtra,400015,2024-10-18,Organic Search,High Value,No,High,4941
9855,Nikhil Agarwal,Male,1992-12-07,Pune,Maharashtra,411085,2025-09-27,Paid Search,High Value,No,Medium,38166
9856,Neha Sen,Male,1973-11-26,Patna,Bihar,800094,2026-02-04,Social Media,New,No,Low,35239
9857,Sai Chowdhury,Female,1997-08-15,Patna,Bihar,800035,2025-11-14,Marketplace Campaign,New,No,Medium,11251
9858,Amit Joshi,Male,1972-04-26,Mumbai,Maharashtra,400080,2025-08-29,Paid Search,New,No,Medium,33603
9859,Vihaan Kumar,Male,1969-02-10,Kochi,Kerala,682097,2025-11-16,Organic Search,High Value,No,High,15139
9860,Ananya Mehta,Male,1969-03-13,Chennai,Tamil Nadu,600063,2026-01-05,Organic Search,New,No,Medium,49184
9861,Ayaan Bhat,Male,1992-09-10,Indore,Madhya Pradesh,452022,2026-07-09,Organic Search,New,Yes,High,29045
9862,Aditya Patel,Female,1997-04-25,Ahmedabad,Gujarat,380055,2026-01-08,Social Media,New,No,High,23516
9863,Amit Rao,Female,1965-07-02,Mumbai,Maharashtra,400039,2025-04-28,Paid Search,New,Yes,Low,36057
9864,Sunita Mehta,Male,1964-10-20,Hyderabad,Telangana,500040,2025-12-19,Direct,New,No,Medium,3755
9865,Poonam Agarwal,Female,1991-07-28,Hyderabad,Telangana,500020,2025-09-03,Organic Search,High Value,No,High,12365
9866,Divya Sen,Male,1980-12-10,Delhi,Delhi,110061,2024-12-02,Organic Search,New,No,Low,34044
9867,Ishaan Sharma,Female,1971-07-15,Kolkata,West Bengal,700083,2025-11-12,Referral,New,Yes,Low,41118
9868,Manish Mehta,Female,1985-10-08,Kolkata,West Bengal,700020,2025-08-02,Paid Search,New,No,Low,49076
9869,Diya Patel,Male,1988-08-29,Chennai,Tamil Nadu,600016,2025-01-30,Marketplace Campaign,New,Yes,Low,6184
9870,Vikram Singh,Male,2000-08-25,Delhi,Delhi,110060,2025-02-06,Paid Search,New,No,Low,42053
9871,Ishaan Mehta,Female,2001-09-29,Indore,Madhya Pradesh,452094,2026-03-01,Social Media,Returning,No,Medium,23411
9872,Reyansh Reddy,Male,1982-02-17,Chennai,Tamil Nadu,600014,2025-10-10,Referral,New,Yes,Medium,30801
9873,Riya Agarwal,Male,1996-10-30,Delhi,Delhi,110011,2025-04-23,Organic Search,New,No,High,2686
9874,Rajesh Agarwal,Male,2005-07-10,Lucknow,Uttar Pradesh,226056,2025-05-26,Social Media,High Value,Yes,High,38024
9875,Ananya Kulkarni,Female,1978-08-30,Bengaluru,Karnataka,560049,2026-04-22,Organic Search,New,No,High,10032
9876,Sunita Mehta,Female,2005-08-21,Mumbai,Maharashtra,400087,2026-06-09,Social Media,New,No,Medium,40304
9877,Poonam Verma,Female,1997-12-27,Jaipur,Rajasthan,302074,2025-04-19,Social Media,New,No,High,39773
9878,Sai Sen,Male,1993-03-20,Pune,Maharashtra,411044,2024-10-31,Social Media,New,No,Low,40936
9879,Neha Bhat,Other,1984-12-02,Chennai,Tamil Nadu,600039,2025-05-04,Referral,Returning,No,High,26177
9880,Krishna Gupta,Male,1987-06-18,Patna,Bihar,800051,2024-09-30,Paid Search,New,No,Low,41121
9881,Deepak Sharma,Male,1991-04-29,Lucknow,Uttar Pradesh,226023,2025-06-02,Marketplace Campaign,New,Yes,Low,38664
9882,Rajesh Verma,Female,1965-12-13,Bengaluru,Karnataka,560068,2024-09-18,Organic Search,New,Yes,Medium,5103
9883,Riya Rao,Male,1971-03-09,Indore,Madhya Pradesh,452053,2026-01-08,Organic Search,New,No,Medium,21093
9884,Divya Kulkarni,Female,2004-09-26,Lucknow,Uttar Pradesh,226061,2026-01-27,Organic Search,New,No,High,48488
9885,Manish Mehta,Male,1982-11-27,Lucknow,Uttar Pradesh,226010,2025-06-23,Direct,New,Yes,High,8390
9886,Gaurav Das,Male,1985-10-24,Indore,Madhya Pradesh,452035,2026-04-17,Organic Search,New,Yes,High,17435
9887,Manish Bhat,Male,1985-11-11,Pune,Maharashtra,411020,2026-07-19,Social Media,New,No,Medium,18803
9888,Rohan Das,Female,2006-06-30,Kochi,Kerala,682042,2024-08-26,Paid Search,New,Yes,Low,4389
9889,Riya Nair,Male,1997-09-28,Bengaluru,Karnataka,560029,2026-03-16,Direct,New,Yes,Low,43015
9890,Aarav Patel,Female,2002-08-24,Ahmedabad,Gujarat,380087,2025-06-23,Paid Search,New,No,High,36699
9891,Pooja Reddy,Female,1968-07-25,Kochi,Kerala,682089,2024-11-08,Paid Search,New,Yes,Low,44599
9892,Sanjay Chowdhury,Other,1992-09-17,Ahmedabad,Gujarat,380051,2026-04-13,Direct,New,Yes,Low,49520
9893,Ayaan Verma,Female,1999-10-26,Kolkata,West Bengal,700044,2026-07-03,Social Media,New,No,Medium,11713
9894,Vivaan Singh,Male,1965-11-07,Kolkata,West Bengal,700019,2025-08-16,Referral,New,No,Medium,6221
9895,Swati Gupta,Female,1979-06-25,Jaipur,Rajasthan,302047,2025-06-13,Paid Search,New,Yes,Low,34108
9896,Divya Agarwal,Male,1973-12-23,Pune,Maharashtra,411026,2026-07-07,Social Media,New,No,High,19694
9897,Swati Mukherjee,Male,1969-03-28,Ahmedabad,Gujarat,380031,2026-05-17,Paid Search,New,No,Medium,15366
9898,Poonam Sen,Male,1977-01-12,Patna,Bihar,800079,2024-11-26,Marketplace Campaign,New,No,Low,43359
9899,Poonam Gupta,Female,1997-05-20,Kochi,Kerala,682056,2024-09-23,Paid Search,High Value,No,High,15467
9900,Rahul Verma,Male,1972-06-25,Lucknow,Uttar Pradesh,226014,2026-03-25,Organic Search,At Risk,Yes,High,17670
9901,Diya Das,Female,2002-11-07,Delhi,Delhi,110048,2025-04-09,Paid Search,New,Yes,Low,12759
9902,Vihaan Das,Female,1981-04-19,Patna,Bihar,800067,2025-09-03,Social Media,New,Yes,Medium,25395
9903,Sunita Mukherjee,Female,2001-07-23,Lucknow,Uttar Pradesh,226078,2024-11-16,Paid Search,New,Yes,Medium,29811
9904,Vihaan Mukherjee,Female,1993-11-10,Delhi,Delhi,110033,2025-05-07,Paid Search,At Risk,No,Low,37624
